City,Longitude,Latitude,Region,Country,Address,AirQuality,WaterPollution,,New Water,WA,Rating
Esztergom,47.7883949,18.7434452,Komarom-Esztergom County,Hungary,Esztergom Komarom-Esztergom County Hungary ,75,50,,50,125,62.5
Kecskemet,46.8963711,19.6896861,Bacs-Kiskun County,Hungary,Kecskemet Bacs-Kiskun County Hungary ,75,50,,50,125,62.5
Campinas,-22.9099384,-47.0626332,Sao Paulo,Brazil,Campinas Sao Paulo Brazil ,61.02941176,48.33333333,,51.66666667,112.6960784,56.34803922
Maracaibo,10.642707,-71.6125366,Zulia,Venezuela,Maracaibo Zulia Venezuela ,20,95,,5,25,12.5
Ashdod,31.804381,34.655314,Southern District,Israel,Ashdod Southern District Israel ,25,41.66666667,,58.33333333,83.33333333,41.66666667
Kerman,30.2839379,57.0833628,Kerman Province,Iran,Kerman Kerman Province Iran ,48.07692308,14.28571429,,85.71428571,133.7912088,66.8956044
Bhubaneswar,20.2960587,85.8245398,Odisha,India,Bhubaneswar Odisha India ,55.76923077,50.71428571,,49.28571429,105.0549451,52.52747253
Alanya,36.544443,31.995408,Antalya Province,Turkey,Alanya Antalya Province Turkey ,91.66666667,37.5,,62.5,154.1666667,77.08333334
Middlesbrough,54.574227,-1.234956,England,United Kingdom,Middlesbrough England United Kingdom ,87.5,20.83333333,,79.16666667,166.6666667,83.33333334
Larnaca,34.9182222,33.6200625,Larnaca District,Cyprus,Larnaca Larnaca District Cyprus ,52.63157895,50,,50,102.631579,51.31578948
Nanchang,28.6820199,115.8579399,Jiangxi,People's Republic of China,Nanchang Jiangxi People's Republic of China ,19.44444444,70,,30,49.44444444,24.72222222
Winchester,51.059771,-1.310142,England,United Kingdom,Winchester England United Kingdom ,75,0,,100,175,87.5
Bodrum,37.034407,27.43054,Mugla Province,Turkey,Bodrum Mugla Province Turkey ,80,25,,75,155,77.5
Peterborough,52.5703169,-0.2407997,England,United Kingdom,Peterborough England United Kingdom ,85,15,,85,170,85
Porto Velho,-8.7635576,-63.8971704,Rondonia,Brazil,Porto Velho Rondonia Brazil ,50,50,,50,100,50
Blagoevgrad,42.0208569,23.0943385,Blagoevgrad Province,Bulgaria,Blagoevgrad Blagoevgrad Province Bulgaria ,47.5,25,,75,122.5,61.25
Kirkuk,35.4666329,44.3798895,,Iraq,Kirkuk Iraq ,25,62.5,,37.5,62.5,31.25
Cetinje,42.3930959,18.9115964,Old Royal Capital Cetinje,Montenegro,Cetinje Old Royal Capital Cetinje Montenegro ,100,0,,100,200,100
Veliko Tarnovo,43.0756739,25.6171514,Veliko Tarnovo Province,Bulgaria,Veliko Tarnovo Veliko Tarnovo Province Bulgaria ,62.5,31.25,,68.75,131.25,65.625
Arad,46.1865606,21.3122677,Arad County,Romania,Arad Arad County Romania ,66.25,35,,65,131.25,65.625
Setubal,38.5260437,-8.8909328,Setubal,Portugal,Setubal Setubal Portugal ,61.11111111,60,,40,101.1111111,50.55555556
Polomolok,6.224513,125.0608405,,Philippines,Polomolok Philippines ,100,50,,50,150,75
Faisalabad,31.4503662,73.1349605,Punjab,Pakistan,Faisalabad Punjab Pakistan ,25,76.92307692,,23.07692308,48.07692308,24.03846154
Elazig,38.674816,39.222515,Elazig Province,Turkey,Elazig Elazig Province Turkey ,25,50,,50,75,37.5
Changsha,28.2277799,112.93886,Hunan,People's Republic of China,Changsha Hunan People's Republic of China ,35.52631579,46.42857143,,53.57142857,89.09774436,44.54887218
Wilmington,39.744655,-75.5483909,Delaware,United States of America,Wilmington Delaware United States of America ,66.66666667,87.5,,12.5,79.16666667,39.58333334
Budva,42.2911489,18.840295,Budva Municipality,Montenegro,Budva Budva Municipality Montenegro ,95.83333333,41.66666667,,58.33333333,154.1666667,77.08333333
Ranchi,23.3440997,85.309562,Jharkhand,India,Ranchi Jharkhand India ,52.77777778,65.97222222,,34.02777778,86.80555556,43.40277778
Odiongan,12.40467,122.0155491,,Philippines,Odiongan Philippines ,100,75,,25,125,62.5
Alba Iulia,46.0732725,23.5804886,Alba County,Romania,Alba Iulia Alba County Romania ,62.5,50,,50,112.5,56.25
Tuzla,44.5374611,18.6734688,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Tuzla Federation of Bosnia and Herzegovina Bosnia and Herzegovina ,10.9375,50,,50,60.9375,30.46875
Shizuoka,34.9755668,138.3826773,Shizuoka Prefecture,Japan,Shizuoka Shizuoka Prefecture Japan ,70,0,,100,170,85
Villa Alemana,-33.0516935,-71.3906234,Valparaiso Region,Chile,Villa Alemana Valparaiso Region Chile ,37.5,50,,50,87.5,43.75
Tartus,34.8959276,35.8866517,Tartus Governorate,Syria,Tartus Tartus Governorate Syria ,0,100,,0,0,0
Novomoskovsk,54.0109034,38.2963063,,Russia,Novomoskovsk Russia ,50,50,,50,100,50
Adapazari,40.788855,30.405954,,Turkey,Adapazari Turkey ,100,75,,25,125,62.5
Novocheboksarsk,56.103603,47.5065073,Chuvash Republic,Russia,Novocheboksarsk Chuvash Republic Russia ,25,25,,75,100,50
Obninsk,55.1170375,36.5970818,Kaluga Oblast,Russia,Obninsk Kaluga Oblast Russia ,100,50,,50,150,75
Odintsovo,55.6733745,37.2818569,Moscow Oblast,Russia,Odintsovo Moscow Oblast Russia ,50,25,,75,125,62.5
Jableh,35.368795,35.9206549,Latakia Governorate,Syria,Jableh Latakia Governorate Syria ,0,100,,0,0,0
Horsham,51.062883,-0.325858,England,United Kingdom,Horsham England United Kingdom ,50,0,,100,150,75
Toamasina,-18.1442811,49.3957836,,Madagascar,Toamasina Madagascar ,25,50,,50,75,37.5
Poughkeepsie,41.7003713,-73.9209701,New York,United States of America,Poughkeepsie New York United States of America ,91.66666667,12.5,,87.5,179.1666667,89.58333334
Rasht,37.2682177,49.5891233,Gilan Province,Iran,Rasht Gilan Province Iran ,44.44444444,45,,55,99.44444444,49.72222222
Jurmala,56.947079,23.6168486,,Latvia,Jurmala Latvia ,87.5,37.5,,62.5,150,75
Sliven,42.6816536,26.3228685,Sliven Province,Bulgaria,Sliven Sliven Province Bulgaria ,53.57142857,8.333333333,,91.66666667,145.2380952,72.61904762
Larissa,39.6390224,22.4191254,,Greece,Larissa Greece ,50,29.16666667,,70.83333333,120.8333333,60.41666667
Wels,48.16542,14.03664,Upper Austria,Austria,Wels Upper Austria Austria ,75,0,,100,175,87.5
Meknes,33.8730164,-5.5407299,Fes-Meknes,Morocco,Meknes Fes-Meknes Morocco ,39.28571429,12.5,,87.5,126.7857143,63.39285715
Niteroi,-22.8807073,-43.1013526,Rio de Janeiro,Brazil,Niteroi Rio de Janeiro Brazil ,57.8125,52.27272727,,47.72727273,105.5397727,52.76988637
Puyallup,47.1853785,-122.2928974,Washington,United States of America,Puyallup Washington United States of America ,75,25,,75,150,75
Nanning,22.8167299,108.3669,Guangxi,People's Republic of China,Nanning Guangxi People's Republic of China ,30.35714286,75,,25,55.35714286,27.67857143
Niigata,37.9161244,139.0363708,Niigata Prefecture,Japan,Niigata Niigata Prefecture Japan ,75,0,,100,175,87.5
Durham,54.77525,-1.584852,England,United Kingdom,Durham England United Kingdom ,95.83333333,12.5,,87.5,183.3333333,91.66666667
Evora,38.571431,-7.913502,Evora,Portugal,Evora Evora Portugal ,93.75,35.41666667,,64.58333333,158.3333333,79.16666667
Lincoln,52.9451889,-0.1601246,England,United Kingdom,Lincoln England United Kingdom ,91.66666667,25,,75,166.6666667,83.33333334
Kermanshah,34.3276924,47.0777685,Kermanshah Province,Iran,Kermanshah Kermanshah Province Iran ,10.71428571,41.66666667,,58.33333333,69.04761904,34.52380952
Ife,7.490462,4.5521274,Osun State,Nigeria,Ife Osun State Nigeria ,0,50,,50,50,25
Hradec Kralove,50.2103605,15.825211,,Czech Republic,Hradec Kralove Czech Republic ,75,29.16666667,,70.83333333,145.8333333,72.91666667
Kozani,40.3005586,21.7887737,West Macedonia Region,Greece,Kozani West Macedonia Region Greece ,50,100,,0,50,25
Rancho Palos Verdes,33.7444613,-118.3870173,California,United States of America,Rancho Palos Verdes California United States of America ,87.5,25,,75,162.5,81.25
Pori,61.4851393,21.7974178,,Finland,Pori Finland ,100,0,,100,200,100
Foca,43.505478,18.7772645,Republika Srpska,Bosnia and Herzegovina,Foca Republika Srpska Bosnia and Herzegovina ,37.5,50,,50,87.5,43.75
Rezekne,56.5099223,27.3331357,,Latvia,Rezekne Latvia ,75,25,,75,150,75
Truro,50.263195,-5.051041,England,United Kingdom,Truro England United Kingdom ,100,0,,100,200,100
Paphos,34.7753949,32.4217786,Paphos District,Cyprus,Paphos Paphos District Cyprus ,67.85714286,25,,75,142.8571429,71.42857143
Omdurman,15.6475782,32.4806894,Khartoum,Sudan,Omdurman Khartoum Sudan ,25,62.5,,37.5,62.5,31.25
Boa Vista,2.8206339,-60.6737553,Roraima,Brazil,Boa Vista Roraima Brazil ,91.66666667,58.33333333,,41.66666667,133.3333333,66.66666667
Szolnok,47.1621355,20.1824712,Jasz-Nagykun-Szolnok County,Hungary,Szolnok Jasz-Nagykun-Szolnok County Hungary ,75,16.66666667,,83.33333333,158.3333333,79.16666667
Wavre,50.7133122,4.611248,Wallonia,Belgium,Wavre Wallonia Belgium ,75,100,,0,75,37.5
Kaohsiung,22.6350591,120.3355193,,Taiwan,Kaohsiung Taiwan ,20.45454545,71.66666667,,28.33333333,48.78787878,24.39393939
Qazvin,36.2736589,49.998236,Qazvin Province,Iran,Qazvin Qazvin Province Iran ,29.16666667,25,,75,104.1666667,52.08333334
Shumen,43.2712398,26.9361286,Shumen Province,Bulgaria,Shumen Shumen Province Bulgaria ,28.57142857,75,,25,53.57142857,26.78571429
Lappeenranta,61.0549929,28.1896628,,Finland,Lappeenranta Finland ,100,0,,100,200,100
Augusta,33.4734978,-82.0105148,Georgia,United States of America,Augusta Georgia United States of America ,71.875,33.33333333,,66.66666667,138.5416667,69.27083334
Naha,26.2125758,127.6790208,Okinawa Prefecture,Japan,Naha Okinawa Prefecture Japan ,100,0,,100,200,100
Tekirdag,40.9780919,27.511674,Tekirdag Province,Turkey,Tekirdag Tekirdag Province Turkey ,15,75,,25,40,20
Aksaray,38.368626,34.0297,Aksaray Province,Turkey,Aksaray Aksaray Province Turkey ,0,50,,50,50,25
Rustenburg,-25.6544483,27.255854,North West,South Africa,Rustenburg North West South Africa ,25,75,,25,50,25
Kumasi,6.6666004,-1.6162709,Ashanti Region,Ghana,Kumasi Ashanti Region Ghana ,55,66.66666667,,33.33333333,88.33333333,44.16666667
Tobruk,32.0681759,23.941751,Butnan District,Libya,Tobruk Butnan District Libya ,0,75,,25,25,12.5
Chania,35.5138298,24.0180367,,Greece,Chania Greece ,85.29411765,27.94117647,,72.05882353,157.3529412,78.67647059
Yazd,31.8974232,54.3568562,Yazd Province,Iran,Yazd Yazd Province Iran ,5,25,,75,80,40
Silistra,44.1147271,27.2671901,Silistra Province,Bulgaria,Silistra Silistra Province Bulgaria ,100,50,,50,150,75
Tourcoing,50.724993,3.16207,,France,Tourcoing France ,62.5,50,,50,112.5,56.25
Rustavi,41.5225612,45.0430369,Kvemo Kartli,Georgia,Rustavi Kvemo Kartli Georgia ,33.33333333,62.5,,37.5,70.83333333,35.41666667
Kunming,24.8796599,102.83322,Yunnan,People's Republic of China,Kunming Yunnan People's Republic of China ,58.92857143,72.5,,27.5,86.42857143,43.21428572
Stirling,56.1165227,-3.9369029,Scotland,United Kingdom,Stirling Scotland United Kingdom ,87.5,50,,50,137.5,68.75
Feldkirch,47.24128,9.6019,Vorarlberg,Austria,Feldkirch Vorarlberg Austria ,83.33333333,0,,100,183.3333333,91.66666667
Jihlava,49.3983782,15.5870415,,Czech Republic,Jihlava Czech Republic ,87.5,50,,50,137.5,68.75
Cochabamba,-17.4139766,-66.1653224,Cochabamba Department,Bolivia,Cochabamba Cochabamba Department Bolivia ,26.38888889,68.75,,31.25,57.63888889,28.81944445
Ioannina,39.6650288,20.8537466,Epirus Region,Greece,Ioannina Epirus Region Greece ,87.5,41.66666667,,58.33333333,145.8333333,72.91666667
Ibadan,7.3775355,3.9470396,Oyo State,Nigeria,Ibadan Oyo State Nigeria ,37.5,93.75,,6.25,43.75,21.875
Safi,32.3008151,-9.2272033,Marrakesh-Safi,Morocco,Safi Marrakesh-Safi Morocco ,32.8125,65,,35,67.8125,33.90625
Waterford,52.2593197,-7.1100703,,Ireland,Waterford Ireland ,87.5,25,,75,162.5,81.25
Lanzhou,36.0613799,103.83417,Gansu,People's Republic of China,Lanzhou Gansu People's Republic of China ,28.125,50,,50,78.125,39.0625
Tokat,40.3234643,36.5521928,Tokat Province,Turkey,Tokat Tokat Province Turkey ,25,75,,25,50,25
Zenica,44.2034392,17.9077432,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Zenica Federation of Bosnia and Herzegovina Bosnia and Herzegovina ,30.55555556,40.625,,59.375,89.93055556,44.96527778
Preston,53.763201,-2.70309,England,United Kingdom,Preston England United Kingdom ,84.375,18.75,,81.25,165.625,82.8125
Colchester,51.895927,0.891874,England,United Kingdom,Colchester England United Kingdom ,75,25,,75,150,75
Vina del Mar,-33.0153481,-71.5500276,Valparaiso Region,Chile,Vina del Mar Valparaiso Region Chile ,62.5,30,,70,132.5,66.25
Sao Bernardo do Campo,-23.7018047,-46.5536333,Sao Paulo,Brazil,Sao Bernardo do Campo Sao Paulo Brazil ,28.125,66.66666667,,33.33333333,61.45833333,30.72916667
Guarulhos,-23.4596858,-46.5328559,Sao Paulo,Brazil,Guarulhos Sao Paulo Brazil ,67.85714286,21.875,,78.125,145.9821429,72.99107143
Ordu,40.986166,37.879721,Ordu Province,Turkey,Ordu Ordu Province Turkey ,43.75,25,,75,118.75,59.375
Bolton,53.5768647,-2.4282192,England,United Kingdom,Bolton England United Kingdom ,75,37.5,,62.5,137.5,68.75
Grand Rapids,42.9633599,-85.6680863,Michigan,United States of America,Grand Rapids Michigan United States of America ,69.23076923,44.44444444,,55.55555556,124.7863248,62.3931624
Ipswich,52.056736,1.14822,England,United Kingdom,Ipswich England United Kingdom ,70.83333333,28.57142857,,71.42857143,142.2619048,71.13095238
Siirt,37.927404,41.941978,Siirt Province,Turkey,Siirt Siirt Province Turkey ,0,50,,50,50,25
Tlemcen,34.8828864,-1.3166815,Tlemcen Province,Algeria,Tlemcen Tlemcen Province Algeria ,68.75,37.5,,62.5,131.25,65.625
Tetouan,35.5888995,-5.3625516,Tanger-Tetouan-Al Hoceima,Morocco,Tetouan Tanger-Tetouan-Al Hoceima Morocco ,68.75,43.75,,56.25,125,62.5
Grapevine,32.9342919,-97.0780654,Texas,United States of America,Grapevine Texas United States of America ,0,100,,0,0,0
Baia Mare,47.6567387,23.5849881,Maramureș County,Romania,Baia Mare Maramureș County Romania ,60.86956522,44.73684211,,55.26315789,116.1327231,58.06636156
Pernik,42.6051862,23.0378368,Pernik Province,Bulgaria,Pernik Pernik Province Bulgaria ,25,0,,100,125,62.5
Satu Mare,47.8016702,22.8575926,Satu Mare County,Romania,Satu Mare Satu Mare County Romania ,64.28571429,83.33333333,,16.66666667,80.95238096,40.47619048
Bundaberg,-24.8661024,152.3488923,Queensland,Australia,Bundaberg Queensland Australia ,58.33333333,32.14285714,,67.85714286,126.1904762,63.0952381
Multan,30.157458,71.5249154,Punjab,Pakistan,Multan Punjab Pakistan ,28.26086957,65,,35,63.26086957,31.63043479
Quetta,30.1798398,66.9749731,,Pakistan,Quetta Pakistan ,22.5,83.82352941,,16.17647059,38.67647059,19.3382353
Mandalay,21.9588282,96.0891032,Mandalay Region,Myanmar,Mandalay Mandalay Region Myanmar ,19.64285714,53.84615385,,46.15384615,65.79670329,32.89835165
Knoxville,35.9606384,-83.9207392,Tennessee,United States of America,Knoxville Tennessee United States of America ,56.94444444,51.78571429,,48.21428571,105.1587302,52.57936508
Pietermaritzburg,-29.6006068,30.3794118,KwaZulu-Natal,South Africa,Pietermaritzburg KwaZulu-Natal South Africa ,29.6875,79.6875,,20.3125,50,25
Belvidere,42.2639098,-88.8442674,Illinois,United States of America,Belvidere Illinois United States of America ,75,25,,75,150,75
Limassol,34.6786322,33.0413055,Limassol District,Cyprus,Limassol Limassol District Cyprus ,56.25,31.48148148,,68.51851852,124.7685185,62.38425926
Hefei,31.8205699,117.22901,Anhui,People's Republic of China,Hefei Anhui People's Republic of China ,25,75,,25,50,25
Gangtok,27.3313512,88.6138113,Sikkim,India,Gangtok Sikkim India ,90.625,46.875,,53.125,143.75,71.875
Joensuu,62.6010155,29.7635719,,Finland,Joensuu Finland ,100,0,,100,200,100
Haskovo,41.9344366,25.5554462,Haskovo Province,Bulgaria,Haskovo Haskovo Province Bulgaria ,25,25,,75,100,50
Embu,-0.5388381,37.4596409,Eastern Province,Kenya,Embu Eastern Province Kenya ,87.5,25,,75,162.5,81.25
Yambol,42.4841999,26.5035023,Yambol Province,Bulgaria,Yambol Yambol Province Bulgaria ,55,37.5,,62.5,117.5,58.75
Pazardzhik,42.1927654,24.3335662,Pazardzhik Province,Bulgaria,Pazardzhik Pazardzhik Province Bulgaria ,25,50,,50,75,37.5
Chattanooga,35.0457984,-85.3093995,Tennessee,United States of America,Chattanooga Tennessee United States of America ,79.41176471,61.53846154,,38.46153846,117.8733032,58.93665159
Hurghada,27.2578957,33.8116067,Red Sea Governorate,Egypt,Hurghada Red Sea Governorate Egypt ,66.66666667,75,,25,91.66666667,45.83333334
Constantine,36.3570052,6.6390282,Constantine Province,Algeria,Constantine Constantine Province Algeria ,41.66666667,56.25,,43.75,85.41666667,42.70833334
Kavala,40.937607,24.412866,,Greece,Kavala Greece ,83.33333333,0,,100,183.3333333,91.66666667
Spokane,47.6587802,-117.4260466,Washington,United States of America,Spokane Washington United States of America ,77.88461538,25,,75,152.8846154,76.44230769
Dunaujvaros,46.9619059,18.9355227,,Hungary,Dunaujvaros Hungary ,60,50,,50,110,55
Tatabanya,47.569246,18.404818,Komarom-Esztergom County,Hungary,Tatabanya Komarom-Esztergom County Hungary ,62.5,50,,50,112.5,56.25
Mostoles,40.3232129,-3.8676291,Community of Madrid,Spain,Mostoles Community of Madrid Spain ,87.5,50,,50,137.5,68.75
Wollongong,-34.4248336,150.8931132,New South Wales,Australia,Wollongong New South Wales Australia ,76.13636364,30.26315789,,69.73684211,145.8732058,72.93660288
Sunderland,54.906869,-1.383801,England,United Kingdom,Sunderland England United Kingdom ,87.5,62.5,,37.5,125,62.5
Blackburn,53.748575,-2.487529,England,United Kingdom,Blackburn England United Kingdom ,0,75,,25,25,12.5
Braila,45.2652463,27.9594714,Braila County,Romania,Braila Braila County Romania ,41.66666667,81.25,,18.75,60.41666667,30.20833334
Blantyre,-15.7666707,35.0167866,Southern Region,Malawi,Blantyre Southern Region Malawi ,100,0,,100,200,100
Rhodes,36.4340533,28.2176379,,Greece,Rhodes Greece ,92.85714286,21.42857143,,78.57142857,171.4285714,85.71428572
Kitakyushu,33.8834976,130.8751773,Fukuoka Prefecture,Japan,Kitakyushu Fukuoka Prefecture Japan ,83.33333333,75,,25,108.3333333,54.16666667
Ribeirao Preto,-21.1694018,-47.8110855,Sao Paulo,Brazil,Ribeirao Preto Sao Paulo Brazil ,47.72727273,61.11111111,,38.88888889,86.61616162,43.30808081
Kutahya,39.4199547,29.985732,Kutahya Province,Turkey,Kutahya Kutahya Province Turkey ,0,50,,50,50,25
Nova Iguacu,-22.759464,-43.449505,Rio de Janeiro,Brazil,Nova Iguacu Rio de Janeiro Brazil ,45,100,,0,45,22.5
Sorocaba,-23.4709096,-47.4851438,Sao Paulo,Brazil,Sorocaba Sao Paulo Brazil ,53.57142857,41.66666667,,58.33333333,111.9047619,55.95238095
Petropolis,-22.5112498,-43.1779306,Rio de Janeiro,Brazil,Petropolis Rio de Janeiro Brazil ,100,75,,25,125,62.5
Mytilene,39.1067382,26.5572747,North Aegean Region,Greece,Mytilene North Aegean Region Greece ,100,37.5,,62.5,162.5,81.25
Cairns,-16.9203476,145.7709529,Queensland,Australia,Cairns Queensland Australia ,77.27272727,37.39516129,,62.60483871,139.877566,69.93878299
Usak,38.6742286,29.4058825,Usak Province,Turkey,Usak Usak Province Turkey ,8.333333333,66.66666667,,33.33333333,41.66666666,20.83333333
Hermosillo,29.0729673,-110.9559192,Sonora,Mexico,Hermosillo Sonora Mexico ,65.27777778,51.38888889,,48.61111111,113.8888889,56.94444445
Utena,55.5000404,25.609385,,Lithuania,Utena Lithuania ,87.5,50,,50,137.5,68.75
Amadora,38.7577603,-9.2245474,Lisbon,Portugal,Amadora Lisbon Portugal ,75,75,,25,100,50
Kyustendil,42.2868817,22.6939308,Kyustendil Province,Bulgaria,Kyustendil Kyustendil Province Bulgaria ,62.5,50,,50,112.5,56.25
Lovech,43.1369534,24.7141906,Lovech Province,Bulgaria,Lovech Lovech Province Bulgaria ,37.5,50,,50,87.5,43.75
Damietta,31.4175388,31.8144434,Damietta Governorate,Egypt,Damietta Damietta Governorate Egypt ,0,100,,0,0,0
